FECHA,DEPARTAMENTO,INDICADOR,IPC,MENSUAL,ACUMULADO,ANUAL
2022-01-01,AMAZONAS,Alimentos y bebidas no alcohólicas,99.73,NA,NA,NA
2022-02-01,AMAZONAS,Alimentos y bebidas no alcohólicas,101.36,1.6,NA,NA
2022-03-01,AMAZONAS,Alimentos y bebidas no alcohólicas,105.05,3.6,NA,NA
2022-04-01,AMAZONAS,Alimentos y bebidas no alcohólicas,107.8,2.6,NA,NA
2022-05-01,AMAZONAS,Alimentos y bebidas no alcohólicas,108.4,0.6,NA,NA
2022-06-01,AMAZONAS,Alimentos y bebidas no alcohólicas,109.42,0.9,NA,NA
2022-07-01,AMAZONAS,Alimentos y bebidas no alcohólicas,110.42,0.9,NA,NA
2022-08-01,AMAZONAS,Alimentos y bebidas no alcohólicas,111.2,0.7,NA,NA
2022-09-01,AMAZONAS,Alimentos y bebidas no alcohólicas,112.49,1.2,NA,NA
2022-10-01,AMAZONAS,Alimentos y bebidas no alcohólicas,114.35,1.7,NA,NA
2022-11-01,AMAZONAS,Alimentos y bebidas no alcohólicas,114.68,0.3,NA,NA
2022-12-01,AMAZONAS,Alimentos y bebidas no alcohólicas,114.93,0.2,NA,NA
2023-01-01,AMAZONAS,Alimentos y bebidas no alcohólicas,113.92,-0.9,-0.9,14.2
2023-02-01,AMAZONAS,Alimentos y bebidas no alcohólicas,115.21,1.1,0.2,13.7
2023-03-01,AMAZONAS,Alimentos y bebidas no alcohólicas,119.58,3.8,4,13.8
2023-04-01,AMAZONAS,Alimentos y bebidas no alcohólicas,119.6,0,4.1,10.9
2023-05-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.57,0.8,4.9,11.2
2023-06-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.55,-0,4.9,10.2
2023-07-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.46,0.8,5.7,10
2023-08-01,AMAZONAS,Alimentos y bebidas no alcohólicas,122.16,0.6,6.3,9.9
2023-09-01,AMAZONAS,Alimentos y bebidas no alcohólicas,123.31,0.9,7.3,9.6
2023-10-01,AMAZONAS,Alimentos y bebidas no alcohólicas,123.99,0.6,7.9,8.4
2023-11-01,AMAZONAS,Alimentos y bebidas no alcohólicas,122.19,-1.5,6.3,6.5
2023-12-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.36,-0.7,5.6,5.6
2024-01-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.09,-1,-1,5.4
2024-02-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.38,0.2,-0.8,4.5
2024-03-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.23,0.7,-0.1,1.4
2024-04-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.24,0,-0.1,1.4
2024-05-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.85,0.5,0.4,1.1
2024-06-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.73,-0.1,0.3,1
2024-07-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.7,-0,0.3,0.2
2024-08-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.76,0,0.3,-0.3
2024-09-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.63,-0.1,0.2,-1.4
2024-10-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.98,0.3,0.5,-1.6
2024-11-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.48,-0.4,0.1,-0.6
2024-12-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.14,-0.3,-0.2,-0.2
2025-01-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.84,-0.2,-0.2,0.6
2025-02-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.09,-0.6,-0.9,-0.2
2025-03-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.5,0.3,-0.5,-0.6
2025-04-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.17,0.6,0,-0.1
2025-05-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.4,0.2,0.2,-0.4
2025-06-01,AMAZONAS,Alimentos y bebidas no alcohólicas,122.22,0.7,0.9,0.4
2025-07-01,AMAZONAS,Alimentos y bebidas no alcohólicas,122.42,0.2,1.1,0.6
2025-08-01,AMAZONAS,Alimentos y bebidas no alcohólicas,122.73,0.3,1.3,0.8
2025-09-01,AMAZONAS,Alimentos y bebidas no alcohólicas,122.18,-0.4,0.9,0.5
2025-10-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.6,-1.3,-0.4,-1.1
2025-11-01,AMAZONAS,Alimentos y bebidas no alcohólicas,120.06,-0.4,-0.9,-1.2
2025-12-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121,0.8,-0.1,-0.1
2026-01-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.08,0.1,0.1,0.2
2026-02-01,AMAZONAS,Alimentos y bebidas no alcohólicas,121.9,0.7,0.7,1.5
2026-03-01,AMAZONAS,Alimentos y bebidas no alcohólicas,125.16,2.7,3.4,3.9
2026-04-01,AMAZONAS,Alimentos y bebidas no alcohólicas,126.57,1.1,4.6,4.5
2022-01-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.21,NA,NA,NA
2022-02-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.08,-0.1,NA,NA
2022-03-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.93,0.8,NA,NA
2022-04-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.51,-0.4,NA,NA
2022-05-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.21,-0.3,NA,NA
2022-06-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.04,0.8,NA,NA
2022-07-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.78,0.7,NA,NA
2022-08-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.49,-0.3,NA,NA
2022-09-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.58,-0.9,NA,NA
2022-10-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.7,0.1,NA,NA
2022-11-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",100.71,-1,NA,NA
2022-12-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",100.46,-0.2,NA,NA
2023-01-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",100.17,-0.3,-0.3,-1
2023-02-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.66,-0.5,-0.8,-1.4
2023-03-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.95,0.3,-0.5,-1.9
2023-04-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.78,-0.2,-0.7,-1.7
2023-05-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.64,-0.1,-0.8,-1.6
2023-06-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.05,-0.6,-1.4,-2.9
2023-07-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",98.27,-0.8,-2.2,-4.4
2023-08-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",97.11,-1.2,-3.3,-5.2
2023-09-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",97.66,0.6,-2.8,-3.9
2023-10-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",97.97,0.3,-2.5,-3.7
2023-11-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",98.25,0.3,-2.2,-2.4
2023-12-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.32,1.1,-1.1,-1.1
2024-01-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.38,0.1,0.1,-0.8
2024-02-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.32,-0.1,0,-0.3
2024-03-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.61,0.3,0.3,-0.3
2024-04-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",99.73,0.1,0.4,-0.1
2024-05-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",100.97,1.2,1.7,1.3
2024-06-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",100.66,-0.3,1.3,1.6
2024-07-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.47,0.8,2.2,3.3
2024-08-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.75,0.3,2.4,4.8
2024-09-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.93,0.2,2.6,4.4
2024-10-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.98,0,2.7,4.1
2024-11-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.75,0.8,3.5,4.6
2024-12-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",103.63,0.9,4.3,4.3
2025-01-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",104.17,0.5,0.5,4.8
2025-02-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",104.4,0.2,0.7,5.1
2025-03-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",104.27,-0.1,0.6,4.7
2025-04-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",104.12,-0.1,0.5,4.4
2025-05-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",104.16,0,0.5,3.2
2025-06-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",104.32,0.2,0.7,3.6
2025-07-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",104.13,-0.2,0.5,2.6
2025-08-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",103.18,-0.9,-0.4,1.4
2025-09-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.69,-0.5,-0.9,0.7
2025-10-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.47,-0.2,-1.1,0.5
2025-11-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.82,-0.6,-1.7,-0.9
2025-12-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.01,0.2,-1.6,-1.6
2026-01-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.43,0.4,0.4,-1.7
2026-02-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",101.97,-0.4,-0,-2.3
2026-03-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",102.83,0.8,0.8,-1.4
2026-04-01,AMAZONAS,"Alojamiento, agua, electricidad, gas y otros combustibles",103.93,1.1,1.9,-0.2
2022-01-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",101.21,NA,NA,NA
2022-02-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",101.21,0,NA,NA
2022-03-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",101.2,-0,NA,NA
2022-04-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",101.2,0,NA,NA
2022-05-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",102.42,1.2,NA,NA
2022-06-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",103.67,1.2,NA,NA
2022-07-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",103.58,-0.1,NA,NA
2022-08-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",103.6,0,NA,NA
2022-09-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",102.37,-1.2,NA,NA
2022-10-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",99.94,-2.4,NA,NA
2022-11-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",101.17,1.2,NA,NA
2022-12-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",101.2,0,NA,NA
2023-01-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",107.82,6.5,6.5,6.5
2023-02-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",108.16,0.3,6.9,6.9
2023-03-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",108.18,0,6.9,6.9
2023-04-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",110.94,2.6,9.6,9.6
2023-05-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",113.18,2,11.8,10.5
2023-06-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",113.16,-0,11.8,9.2
2023-07-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",113.17,0,11.8,9.3
2023-08-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.47,1.1,13.1,10.5
2023-09-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",112.21,-2,10.9,9.6
2023-10-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",112.21,0,10.9,12.3
2023-11-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",109.85,-2.1,8.5,8.6
2023-12-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",109.87,0,8.6,8.6
2024-01-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",109.88,0,0,1.9
2024-02-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",113.54,3.3,3.3,5
2024-03-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.8,1.1,4.5,6.1
2024-04-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.81,0,4.5,3.5
2024-05-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.81,0,4.5,1.4
2024-06-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.71,-0.1,4.4,1.4
2024-07-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.7,-0,4.4,1.4
2024-08-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.71,0,4.4,0.2
2024-09-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.69,-0,4.4,2.2
2024-10-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.68,-0,4.4,2.2
2024-11-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.68,0,4.4,4.4
2024-12-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.69,0,4.4,4.4
2025-01-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",113.43,-1.1,-1.1,3.2
2025-02-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",113.43,0,-1.1,-0.1
2025-03-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",113.43,0,-1.1,-1.2
2025-04-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",112.23,-1.1,-2.1,-2.2
2025-05-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",112.25,0,-2.1,-2.2
2025-06-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",113.51,1.1,-1,-1
2025-07-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",114.8,1.1,0.1,0.1
2025-08-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",116.1,1.1,1.2,1.2
2025-09-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",116.1,0,1.2,1.2
2025-10-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",116.11,0,1.2,1.2
2025-11-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",116.11,0,1.2,1.2
2025-12-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",116.11,0,1.2,1.2
2026-01-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",118.54,2.1,2.1,4.5
2026-02-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",118.56,0,2.1,4.5
2026-03-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",118.57,0,2.1,4.5
2026-04-01,AMAZONAS,"Bebidas alcohólicas, tabaco y Estupefacientes",118.58,0,2.1,5.7
2022-01-01,AMAZONAS,Bienes y servicios diversos,100.54,NA,NA,NA
2022-02-01,AMAZONAS,Bienes y servicios diversos,99.2,-1.3,NA,NA
2022-03-01,AMAZONAS,Bienes y servicios diversos,99.32,0.1,NA,NA
2022-04-01,AMAZONAS,Bienes y servicios diversos,99.61,0.3,NA,NA
2022-05-01,AMAZONAS,Bienes y servicios diversos,100.75,1.1,NA,NA
2022-06-01,AMAZONAS,Bienes y servicios diversos,101.54,0.8,NA,NA
2022-07-01,AMAZONAS,Bienes y servicios diversos,101.81,0.3,NA,NA
2022-08-01,AMAZONAS,Bienes y servicios diversos,102.28,0.5,NA,NA
2022-09-01,AMAZONAS,Bienes y servicios diversos,102.55,0.3,NA,NA
2022-10-01,AMAZONAS,Bienes y servicios diversos,103.16,0.6,NA,NA
2022-11-01,AMAZONAS,Bienes y servicios diversos,103.8,0.6,NA,NA
2022-12-01,AMAZONAS,Bienes y servicios diversos,104.33,0.5,NA,NA
2023-01-01,AMAZONAS,Bienes y servicios diversos,104.63,0.3,0.3,4.1
2023-02-01,AMAZONAS,Bienes y servicios diversos,105.42,0.8,1,6.3
2023-03-01,AMAZONAS,Bienes y servicios diversos,105.63,0.2,1.2,6.4
2023-04-01,AMAZONAS,Bienes y servicios diversos,105.78,0.1,1.4,6.2
2023-05-01,AMAZONAS,Bienes y servicios diversos,105.55,-0.2,1.2,4.8
2023-06-01,AMAZONAS,Bienes y servicios diversos,105.37,-0.2,1,3.8
2023-07-01,AMAZONAS,Bienes y servicios diversos,105.64,0.3,1.3,3.8
2023-08-01,AMAZONAS,Bienes y servicios diversos,105.62,-0,1.2,3.3
2023-09-01,AMAZONAS,Bienes y servicios diversos,106.13,0.5,1.7,3.5
2023-10-01,AMAZONAS,Bienes y servicios diversos,106.18,0,1.8,2.9
2023-11-01,AMAZONAS,Bienes y servicios diversos,106.23,0,1.8,2.3
2023-12-01,AMAZONAS,Bienes y servicios diversos,106.22,-0,1.8,1.8
2024-01-01,AMAZONAS,Bienes y servicios diversos,106.34,0.1,0.1,1.6
2024-02-01,AMAZONAS,Bienes y servicios diversos,106.6,0.2,0.4,1.1
2024-03-01,AMAZONAS,Bienes y servicios diversos,106.58,-0,0.3,0.9
2024-04-01,AMAZONAS,Bienes y servicios diversos,106.79,0.2,0.5,1
2024-05-01,AMAZONAS,Bienes y servicios diversos,107.14,0.3,0.9,1.5
2024-06-01,AMAZONAS,Bienes y servicios diversos,107.04,-0.1,0.8,1.6
2024-07-01,AMAZONAS,Bienes y servicios diversos,107.15,0.1,0.9,1.4
2024-08-01,AMAZONAS,Bienes y servicios diversos,107.23,0.1,1,1.5
2024-09-01,AMAZONAS,Bienes y servicios diversos,107.41,0.2,1.1,1.2
2024-10-01,AMAZONAS,Bienes y servicios diversos,107.68,0.3,1.4,1.4
2024-11-01,AMAZONAS,Bienes y servicios diversos,108.06,0.4,1.7,1.7
2024-12-01,AMAZONAS,Bienes y servicios diversos,107.92,-0.1,1.6,1.6
2025-01-01,AMAZONAS,Bienes y servicios diversos,108.19,0.3,0.3,1.7
2025-02-01,AMAZONAS,Bienes y servicios diversos,108.34,0.1,0.4,1.6
2025-03-01,AMAZONAS,Bienes y servicios diversos,108.46,0.1,0.5,1.8
2025-04-01,AMAZONAS,Bienes y servicios diversos,108.22,-0.2,0.3,1.3
2025-05-01,AMAZONAS,Bienes y servicios diversos,108.31,0.1,0.4,1.1
2025-06-01,AMAZONAS,Bienes y servicios diversos,108.41,0.1,0.5,1.3
2025-07-01,AMAZONAS,Bienes y servicios diversos,108.47,0.1,0.5,1.2
2025-08-01,AMAZONAS,Bienes y servicios diversos,108.78,0.3,0.8,1.4
2025-09-01,AMAZONAS,Bienes y servicios diversos,108.76,-0,0.8,1.3
2025-10-01,AMAZONAS,Bienes y servicios diversos,108.98,0.2,1,1.2
2025-11-01,AMAZONAS,Bienes y servicios diversos,109.14,0.1,1.1,1
2025-12-01,AMAZONAS,Bienes y servicios diversos,109.44,0.3,1.4,1.4
2026-01-01,AMAZONAS,Bienes y servicios diversos,110.16,0.7,0.7,1.8
2026-02-01,AMAZONAS,Bienes y servicios diversos,111.28,1,1.7,2.7
2026-03-01,AMAZONAS,Bienes y servicios diversos,112.37,1,2.7,3.6
2026-04-01,AMAZONAS,Bienes y servicios diversos,112.67,0.3,3,4.1
2022-01-01,AMAZONAS,Comunicaciones.,100,NA,NA,NA
2022-02-01,AMAZONAS,Comunicaciones.,100.09,0.1,NA,NA
2022-03-01,AMAZONAS,Comunicaciones.,100.13,0,NA,NA
2022-04-01,AMAZONAS,Comunicaciones.,100.24,0.1,NA,NA
2022-05-01,AMAZONAS,Comunicaciones.,100.94,0.7,NA,NA
2022-06-01,AMAZONAS,Comunicaciones.,100.95,0,NA,NA
2022-07-01,AMAZONAS,Comunicaciones.,100.94,-0,NA,NA
2022-08-01,AMAZONAS,Comunicaciones.,101.15,0.2,NA,NA
2022-09-01,AMAZONAS,Comunicaciones.,101.14,-0,NA,NA
2022-10-01,AMAZONAS,Comunicaciones.,101.37,0.2,NA,NA
2022-11-01,AMAZONAS,Comunicaciones.,101.38,0,NA,NA
2022-12-01,AMAZONAS,Comunicaciones.,101.84,0.5,NA,NA
2023-01-01,AMAZONAS,Comunicaciones.,101.98,0.1,0.1,2
2023-02-01,AMAZONAS,Comunicaciones.,101.12,-0.8,-0.7,1
2023-03-01,AMAZONAS,Comunicaciones.,101.12,0,-0.7,1
2023-04-01,AMAZONAS,Comunicaciones.,101.31,0.2,-0.5,1.1
2023-05-01,AMAZONAS,Comunicaciones.,101.38,0.1,-0.5,0.4
2023-06-01,AMAZONAS,Comunicaciones.,101.48,0.1,-0.4,0.5
2023-07-01,AMAZONAS,Comunicaciones.,101.78,0.3,-0.1,0.8
2023-08-01,AMAZONAS,Comunicaciones.,101.71,-0.1,-0.1,0.6
2023-09-01,AMAZONAS,Comunicaciones.,101.71,0,-0.1,0.6
2023-10-01,AMAZONAS,Comunicaciones.,101.42,-0.3,-0.4,0
2023-11-01,AMAZONAS,Comunicaciones.,101.04,-0.4,-0.8,-0.3
2023-12-01,AMAZONAS,Comunicaciones.,101.39,0.3,-0.4,-0.4
2024-01-01,AMAZONAS,Comunicaciones.,101.39,0,0,-0.6
2024-02-01,AMAZONAS,Comunicaciones.,101.44,0,0,0.3
2024-03-01,AMAZONAS,Comunicaciones.,101.62,0.2,0.2,0.5
2024-04-01,AMAZONAS,Comunicaciones.,101.63,0,0.2,0.3
2024-05-01,AMAZONAS,Comunicaciones.,101.55,-0.1,0.2,0.2
2024-06-01,AMAZONAS,Comunicaciones.,101.5,-0,0.1,0
2024-07-01,AMAZONAS,Comunicaciones.,101.85,0.3,0.5,0.1
2024-08-01,AMAZONAS,Comunicaciones.,101.68,-0.2,0.3,-0
2024-09-01,AMAZONAS,Comunicaciones.,101.68,0,0.3,-0
2024-10-01,AMAZONAS,Comunicaciones.,101.69,0,0.3,0.3
2024-11-01,AMAZONAS,Comunicaciones.,101.69,0,0.3,0.6
2024-12-01,AMAZONAS,Comunicaciones.,101.69,0,0.3,0.3
2025-01-01,AMAZONAS,Comunicaciones.,101.42,-0.3,-0.3,0
2025-02-01,AMAZONAS,Comunicaciones.,101.42,0,-0.3,-0
2025-03-01,AMAZONAS,Comunicaciones.,101.42,0,-0.3,-0.2
2025-04-01,AMAZONAS,Comunicaciones.,101.44,0,-0.2,-0.2
2025-05-01,AMAZONAS,Comunicaciones.,101.37,-0.1,-0.3,-0.2
2025-06-01,AMAZONAS,Comunicaciones.,101.37,0,-0.3,-0.1
2025-07-01,AMAZONAS,Comunicaciones.,101.31,-0.1,-0.4,-0.5
2025-08-01,AMAZONAS,Comunicaciones.,101.14,-0.2,-0.5,-0.5
2025-09-01,AMAZONAS,Comunicaciones.,101.14,0,-0.5,-0.5
2025-10-01,AMAZONAS,Comunicaciones.,99.39,-1.7,-2.3,-2.3
2025-11-01,AMAZONAS,Comunicaciones.,97.69,-1.7,-3.9,-3.9
2025-12-01,AMAZONAS,Comunicaciones.,97.36,-0.3,-4.3,-4.3
2026-01-01,AMAZONAS,Comunicaciones.,97.37,0,0,-4
2026-02-01,AMAZONAS,Comunicaciones.,95.71,-1.7,-1.7,-5.6
2026-03-01,AMAZONAS,Comunicaciones.,93.86,-1.9,-3.6,-7.5
2026-04-01,AMAZONAS,Comunicaciones.,92.87,-1.1,-4.6,-8.4
2022-01-01,AMAZONAS,Educación,100,NA,NA,NA
2022-02-01,AMAZONAS,Educación,100,0,NA,NA
2022-03-01,AMAZONAS,Educación,102.33,2.3,NA,NA
2022-04-01,AMAZONAS,Educación,102.33,0,NA,NA
2022-05-01,AMAZONAS,Educación,102.33,0,NA,NA
2022-06-01,AMAZONAS,Educación,102.33,0,NA,NA
2022-07-01,AMAZONAS,Educación,102.33,0,NA,NA
2022-08-01,AMAZONAS,Educación,102.33,0,NA,NA
2022-09-01,AMAZONAS,Educación,102.33,0,NA,NA
2022-10-01,AMAZONAS,Educación,102.33,0,NA,NA
2022-11-01,AMAZONAS,Educación,102.33,0,NA,NA
2022-12-01,AMAZONAS,Educación,102.33,0,NA,NA
2023-01-01,AMAZONAS,Educación,102.33,0,0,2.3
2023-02-01,AMAZONAS,Educación,103.2,0.9,0.9,3.2
2023-03-01,AMAZONAS,Educación,113.59,10.1,11,11
2023-04-01,AMAZONAS,Educación,121.11,6.6,18.4,18.4
2023-05-01,AMAZONAS,Educación,121.11,0,18.4,18.4
2023-06-01,AMAZONAS,Educación,121.11,0,18.4,18.4
2023-07-01,AMAZONAS,Educación,123.01,1.6,20.2,20.2
2023-08-01,AMAZONAS,Educación,123.08,0.1,20.3,20.3
2023-09-01,AMAZONAS,Educación,123.18,0.1,20.4,20.4
2023-10-01,AMAZONAS,Educación,123.18,0,20.4,20.4
2023-11-01,AMAZONAS,Educación,123.18,0,20.4,20.4
2023-12-01,AMAZONAS,Educación,123.18,0,20.4,20.4
2024-01-01,AMAZONAS,Educación,123.18,0,0,20.4
2024-02-01,AMAZONAS,Educación,123.87,0.6,0.6,20
2024-03-01,AMAZONAS,Educación,126.13,1.8,2.4,11
2024-04-01,AMAZONAS,Educación,125.69,-0.3,2,3.8
2024-05-01,AMAZONAS,Educación,125.69,0,2,3.8
2024-06-01,AMAZONAS,Educación,125.69,0,2,3.8
2024-07-01,AMAZONAS,Educación,125.69,0,2,2.2
2024-08-01,AMAZONAS,Educación,125.69,0,2,2.1
2024-09-01,AMAZONAS,Educación,125.69,0,2,2
2024-10-01,AMAZONAS,Educación,125.69,0,2,2
2024-11-01,AMAZONAS,Educación,125.69,0,2,2
2024-12-01,AMAZONAS,Educación,125.69,0,2,2
2025-01-01,AMAZONAS,Educación,125.74,0,0,2.1
2025-02-01,AMAZONAS,Educación,126.13,0.3,0.4,1.8
2025-03-01,AMAZONAS,Educación,126.06,-0.1,0.3,-0.1
2025-04-01,AMAZONAS,Educación,126.06,0,0.3,0.3
