PERIODO,MES,TIPO,ENTIDAD,MONEDA,TC,RESULTADO_NETO
2026,Marzo,CAJAS RURALES,CRAC Los Andes,ME,3.4909999999999997,-1479.43476
2026,Marzo,CAJAS RURALES,CRAC Los Andes,TOTAL,3.4909999999999997,2092.87651
2026,Marzo,CAJAS RURALES,CRAC Prymera,MN,3.4909999999999997,-246.99905
2026,Marzo,CAJAS RURALES,CRAC Prymera,ME,3.4909999999999997,554.59376
2026,Marzo,CAJAS RURALES,CRAC Prymera,TOTAL,3.4909999999999997,307.59470999999996
2026,Marzo,CAJAS RURALES,CRAC Incasur,MN,3.4909999999999997,10.24027
2026,Marzo,CAJAS RURALES,CRAC Incasur,ME,3.4909999999999997,35.2505
2026,Marzo,CAJAS RURALES,CRAC Incasur,TOTAL,3.4909999999999997,45.490770000000005
2026,Marzo,CAJAS RURALES,CRAC del Centro,MN,3.4909999999999997,-2259.47544
2026,Marzo,CAJAS RURALES,CRAC del Centro,ME,3.4909999999999997,63.9641
2026,Marzo,CAJAS RURALES,CRAC del Centro,TOTAL,3.4909999999999997,-2195.51134
2026,Marzo,CAJAS RURALES,TOTAL CAJAS RURALES DE AHORRO Y CREDITO,MN,3.4909999999999997,3566.6304200000004
2026,Marzo,CAJAS RURALES,TOTAL CAJAS RURALES DE AHORRO Y CREDITO,ME,3.4909999999999997,-1060.5076
2026,Marzo,CAJAS RURALES,TOTAL CAJAS RURALES DE AHORRO Y CREDITO,TOTAL,3.4909999999999997,2506.1228199999996
